;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME80120;$STATENAME$ 회족의 정치적 불안;Hui Unrest in $STATENAME$;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC80120;$PROVINCENAME$의 회족 무슬림들은 청 정부가 종교적인 관습에 관대하게 대우함에도 불구하고 차별에 분개하고 있습니다. 비무슬림 사이에서도 반만주족 정서가 들끓고 있습니다. 폭력사태가 $STATENAME$ 전역으로 확산될 것 같습니다.;Though tolerant of religious practices, the Hui Muslims in $PROVINCENAME$ are resentful of discrimination by the Qing government. Unrest in the province has stirred up anti-Manchu sentiment, even among non-Muslims. The violence is threatening to spread throughout all of $STATENAME$.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME80121;판데의 난;Panthay Rebellion;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC80121;한족과 화친하자!\n청 타도!\n\n남부 운남에서 두문수라는 자가 회족을 이끌고 난을 일으켰습니다. 외국 대사들은 이 사건를 운남 이슬람교도들의 반란이라고 부르고 있습니다. 두문수의 군대는 다리를 점령하고 청 관리를 몰아내는 등, 청 정부가 직접 이 일을 처리할 수 밖에 없게 만들었습니다.;Have Peace with Han Chinese! \n Down with Qing court! \n \n A rebellion has erupted in the southern province of Yunnan, led by a rebel named Du Wenxiu. Foreign ambassadors are calling this event the "Panthay Rebellion", a revolt from the Muslims in Yunnan. The man's forces have already captured Dali and driven out the Qing governor, forcing our government to deal with the matter directly.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME80122;판데의 난 진압;Panthay Rebellion Crushed;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC80122;청군이 쿤밍으로 진격하면서 판데의 난은 공식적으로 끝났습니다. 반군과 반군 지도자들을 이미 포위한 청군은 더이상의 소요를 방지할 조치들을 취하고 있습니다.;With Qing forces marching into Kunming, the Panthay Rebellion is officially over. The rebels and their leaders have been routed, and already measures are being taken to ensure there are no further disturbances.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME80123;판데의 난 승리!;Panthay Rebellion Victorious!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC80123;운남에서 증오스러운 만주족를 몰아냈습니다. 승리는 우리의 것입니다!;We have driven the hated Manchu from Yunnan. At last, victory is ours!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME80125;둥간의 난;Dungan Revolt;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC80125;이슬람교도 주도의 불안이 신강 전역에 존재하는 가운데, 야쿠브 베그라는 이름의 타지크인 모험가가 반군을 이끌고 카슈가르의 수도를 점령하고 청의 관리들을 몰아냈습니다. 이슬람교도들이 청 황제에게서의 독립과 완전한 지하드를 선포하는 등 변경의 상황은 걷잡을 수 없게 변했습니다. 이 반란은 신강의 암반(청나라가 번부, 즉 비한족 거주지역인 티베트, 청해, 몽골, 신강에 파견한 고관)이 일으킨 둥간의 난으로 불리고 있습니다.;With Muslim-led unrest existing throughout the province of Xinjiang, a Tajik adventurer by the name of Yaqub Beg has led rebels to seize the capital of Kashgar and has driven Qing governors away. The situation in the frontier appears to be out of hand, with these Muslims having declared an independent state and full Jihad against the Emperor. This rebellion against our rule is being refereed to as the Dungan Revolt by the Amban of Xinjiang.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME80126;둥간의 난 진압;Dungan Revolt Crushed;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC80126;청군이 카슈가르로 진격하면서 둥간의 난은 공식적으로 끝났습니다. 반군과 반군 지도자들을 이미 포위한 청군은 더이상의 소요를 방지할 조치들을 취하고 있습니다.;With Qing forces marching into Kashgar, the Dungan Revolt is officially over. The rebels and their leaders have been routed, and already measures are being taken to ensure there are no further disturbances.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME80127;둥간의 난 승리!;Dungan Revolt Victorious!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC80127;카슈가르에서 증오스러운 만주족를 몰아냈습니다. 승리는 우리의 것입니다!;We have driven the hated Manchu from Kashgaria. At last, victory is ours!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME85000;병인박해;Catholics Slain in Korea;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC85000;최근 조선에서 천주교 신자들을 처형한 사건이 벌어졌습니다. 조선 교구의 제4대 주교인 성 베르뇌 장 시메온 등 조선에 머무르던 프랑스 성직자 12명 중 9명이 죽었으며, 평신도 또한 매우 많은 숫자가 순교했습니다. 이는 두 가지의 설이 있는데, 하나는 흥선대원군이 러시아를 견제하기 위해 프랑스에 접촉하려 했으나 선교사들이 거부했기 때문이라는 설, 그리고 흥선대원군의 아내가 천주교 신자라는 점을 안동 김씨에게 들켜 그들과 정치적 타협을 했다는 설입니다. 병인박해, 병인사옥으로 불리는 이 사건에서 살아남은 한 사제는 청나라로 도망쳐 박해 사실을 프랑스 함대에게 전달했습니다. 그리고 지금 조선에 전쟁을 선포해야 한다는 요구가 있습니다만, 조선이 청의 보호를 받는 조공국이라는 사실 때문에 사안이 복잡합니다. 전쟁을 밀어붙이면 청과 전쟁을 치룰 위험이 있고, 물러선다면 위신이 큰 타격을 받을 것입니다.;There has been increasing violence against French missionaries in Korea, recently culminating in the execution of Bishop Sim?n-Fran?is Berneux -- head of the fledgling Korean Catholic Church -- and the subsequent killing of almost all priests in the country as well as thousands of Catholic Koreans. One surviving priest fled to the Qing Empire, relaying his tale to a French war vessel which then launched a punitive expedition with the support of the French consul in Beijing. There is a call for France to go to war against Korea -- but this is complicated by the fact that Korea is a tributary state of the Qing. If we press the matter, we risk war with the Koreans' master, but if we back down it will be a great blow to our prestige.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME85001;$FROMCOUNTRY$의 조선에 대한 보복 요구;$FROMCOUNTRY$ Demands Retribution;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC85001;조선이 천주교 신자들을 처형했습니다. 물론 서양인 선교사도 함께요. 이 사건이 알려지자 프랑스인들은 조선의 종주국인 우리에게 보복을 요구했습니다. 이들의 요구를 받아들일까요?;The foolish Koreans have begun executing Catholics within their territory, and this has included a number of $FROMCOUNTRY$ missionaries -- and now the French have demanded retribution. The problem, naturally, is that Korea is a Qing tributary. We are obligated to come to the Korean's defense, even if this means war with $FROMCOUNTRY$. Of course, there are those who say the Koreans have brought this on themselves. We would lose little sleep if we left them to their own devices, and earn favor with the $FROMCOUNTRY$ government.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
EVTNAME85002;$FROMCOUNTRY$ 조공국의 의무 포기;$FROMCOUNTRY$ Abandons $COUNTRY$;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC85002;최근의 프랑스인 선교단 처형사건으로 인해 프랑스는 $COUNTRY$ 토벌작전을 수립하고 $COUNTRY$의 종주국인 청에 최후통첩을 보냈습니다. 실망스럽게도 청은 종주국의 의무를 져버렸습니다. 프랑스와의 전쟁이 일어날 듯 합니다.;One of our rulers has executed a group of French missionaries, resulting in French outrage and a punitive expedition against $COUNTRY$ -- which should have brought our Qing allies to our defense. Frustratingly, and perhaps not unexpectedly, the Qing have responded by severing their ties to $COUNTRY$ and abandoning us to our fate. War with the French seems likely.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME85003;대중화의 의무 포기;$FROMCOUNTRY$ Abandons Korea;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC85003;예상과는 달리 $FROMCOUNTRY$이(가) 우리에게 비위를 맞추기 위해 조선에 대한 종주국의 의무를 포기했습니다.;Not unexpectedly, $FROMCOUNTRY$ has agreed to abandon Korea to its fate in order to curry favor with us.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME85004;종주국의 $COUNTRY$ 보호 의무;$FROMCOUNTRY$ Will Defend $COUNTRY$;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC85004;최근의 프랑스인 선교단 처형사건으로 인해 프랑스는 $COUNTRY$ 토벌작전을 수립하고 $COUNTRY$의 종주국인 청에 최후통첩을 보냈습니다. 청은 조공국과의 의리를 져버리지 않을 것이며, 조공국의 주권을 침해한다면 전쟁도 불사하겠다고 답했습니다. 이것이 프랑스와의 전쟁을 의미할지도 모르지만, 우리의 동맹국들은 여전히 강합니다.;One of our rulers has executed a group of French missionaries, resulting in French outrage and a punitive expedition against $COUNTRY$ -- which has brought our Qing allies to bear. Instead of abandoning us, they have threatened war with the French should they intrude on our sovereignty. This may mean war with the French, but at least we know our allies remain strong.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME85005;대중화의 조선 보호 의무;$FROMCOUNTRY$ Will Defend Korea;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC85005;$FROMCOUNTRY$과(와)의 협상이 지지부진한 상태입니다. 그들은 프랑스와의 전쟁을 불사하고서라도 조선을 지키기로 결정했습니다.;Negotiations with the $FROMCOUNTRY$ have not gone well. They are determined to protect their Korean vassals, even if it means war with France.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME85010;운요호 사건;The Ganghwa Incident;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC85010;우리 일본 해군의 군선인 운요호가 조선의 해안 탐사를 위해 부산을 지나 강화도 초지진에 접근했습니다. 경계를 서고 있던 조선군은 귀국 명령과 함께 다짜고짜 포격을 가했습니다. 이후 우리 해군은 교전을 통해 초지진을 파괴하고, 인접한 영종도를 습격해 불을 지르고 철수했습니다. 이는 조선이 $COUNTRY$을(를) 무시한다는 또 다른 예입니다. 정부 내에서는 많은이들이 조선에게 사과와 배상을 요구하고 그들의 문호를 조약을 통해 개방할 것을 제안했습니다.;A $COUNTRY$ vessel, surveying the Korean coastline and damaged by a storm, was drawing near Ganghwa Island in search of safe harbor when it was fired on by the coastal Korean fortress. In a fury, our ship returned fire and then landed a party to battle the Koreans on land. After victory, they returned home -- but word of the assault has spread. This is yet another example of Korea flaunting its disrespect for $COUNTRY$ authority. Many within the government are suggesting we demand not only an apology, but force a treaty upon the Koreans which will see their nation forced to open itself to our influence.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,
EVTDESC85011;일본 해군의 군선인 운요호가 조선의 해안 탐사를 핑계로 부산을 지나 강화도 초지진에 접근했습니다. 경계를 서고 있던 우리 조선군은 귀국 명령과 함께 포격을 가했습니다. 이후 일본 해군은 교전을 통해 초지진을 파괴하고, 인접한 영종도를 습격해 불을 지르고 철수했습니다. 그리고 이후 이를 빌미로 $FROMCOUNTRY$ 대표단이 $CAPITAL$에 도착해 배상을 요구하고 있습니다. $COUNTRY$의 문호를 개방하는 불평등조약의 형태로 말입니다.;A $FROMCOUNTRY$ vessel, surveying the $COUNTRY$ coastline and damaged by a storm, was drawing near Ganghwa Island in search of safe harbor when it was fired on by the coastal fortress -- who assumed the vessel to be an enemy. In a fury, their ship returned fire and then landed a party to battle our forces on land. They returned home victorious, but words of the assault has spread and now a $FROMCOUNTRY$ delegation has arrived in $CAPITAL$ to demand compensation -- in the form of an unequal treaty requiring $COUNTRY$ be opened to their influence.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTDESC85012;일본 해군의 군선인 운요호가 조선의 해안 탐사를 핑계로 부산을 지나 강화도 초지진에 접근했습니다. 경계를 서고 있던 조선군은 귀국 명령과 함께 포격을 가했습니다. 이후 일본 해군은 교전을 통해 초지진을 파괴하고, 인접한 영종도를 습격해 불을 지르고 철수했습니다. 그리고 이후 이를 빌미로 조선 정부에게 불평등조약을 강요했다는 소식이 들어왔습니다. 일본은 조약에서 '조선국은 자주 국가로서 일본국과 평등한 권리를 보유한다.'는 조항을 삽입해 조선에게 $COUNTRY$과(와)의 조공관계를 끊을 것을 강요했습니다.;A Japanese vessel, surveying the Korean coastline and damaged by a storm, was drawing near Ganghwa Island in search of safe harbor when it was fired on by the coastal fortress -- who assumed the vessel to be an enemy. In a fury, the Japanese ship returned fire and then landed a party to battle Korean forces on land. The Japanese returned home victorious, but words of the assault has spread and now we hear tale that they have forced the Koreans to sign an unequal treaty in consequence... one which has forced them to sever tributary ties to $COUNTRY$.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME85015;조선의 항복;Korean Surrender;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC85015;일본군은 우리 조선군에 비해 압도적으로 강합니다. 체면은 잃겠지만 일본의 항복 제안을 수락하는 것도 고려해봐야 합니다.;We are being overwhelmed by the superior might of Japanese armaments. Despite the loss of face, we must consider offering the hated Japanese terms of our surrender.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
