national_assimilation_desc;이 지방은 다른 나라들이 주장하는 영유권을 없애기 위하여 통합되고 있습니다.;;;;;;;;;;;;;
national_assimilation_rejection;동화 거부;;;;;;;;;;;;;
national_assimilation_rejection_desc;이 지방의 소수 민족들은 민족 동화 정책을 거부했습니다.;;;;;;;;;;;;;
national_assimilation_acceptance;동화 수락;;;;;;;;;;;;;
national_assimilation_acceptance_desc;이 지방의 소수 민족들은 민족 동화 정책을 수락했습니다.;;;;;;;;;;;;;
national_assimilation_complete;국민 동화 완료;;;;;;;;;;;;;
fight_the_power;정권에 대한 저항;;;;;;;;;;;;;
fight_the_power_desc;국민과 군 내부에서 정부에 대한 불협화음이 커지고 있습니다. 이것이 통과될 때까지 우리는 질서를 유지하는 데 어려움을 겪을 것입니다.;;;;;;;;;;;;;
underground_newspaper;혁명적인 신문;;;;;;;;;;;;;
freedom_talks;위험한 생각;;;;;;;;;;;;;
freedom_talks_desc;위험한 생각이 퍼지고 있습니다. 사람들은 우리의 현재 정부 형태가 최고가 아닐 수도 있다는 것을 깨닫기 시작했습니다.;;;;;;;;;;;;;
growing_unrest;불안한 성장;;;;;;;;;;;;;
growing_unrest_desc;사람들은 정부에 대한 신뢰를 잃고 있으며 심지어 무장 혁명에 의지할 수도 있습니다.;;;;;;;;;;;;;
revolutionary_society;혁명 협회;;;;;;;;;;;;;
revolutionary_society_desc;현 정부를 전복하려는 혁명 협회가 우리나라에 등장했습니다.;;;;;;;;;;;;;
power_vacuum;힘의 공백;;;;;;;;;;;;;
power_vacuum_desc;정부의 지도자가 사라지며 현재 과도기 상태에 접어들었습니다.;;;;;;;;;;;;;
national_confusion;전국적 혼란;;;;;;;;;;;;;
national_confusion_desc;우리나라에는 많은 변화가 있었습니다. 상황을 정리하려면 시간이 좀 걸릴 것입니다.;;;;;;;;;;;;;
nv_tradition_modifier;국가 가치 - 전통;;;;;;;;;;;;;
nv_enlightenment_modifier;국가 가치 - 계몽;;;;;;;;;;;;;
nv_progress_modifier;국가 가치 - 진보;;;;;;;;;;;;;
nv_loyalty_modifier;국가 가치 - 충성;;;;;;;;;;;;;
nv_independence_modifier;국가 가치 - 독립;;;;;;;;;;;;;
nv_liberty_modifier;국가 가치 - 자유;;;;;;;;;;;;;
nv_equality_modifier;국가 가치 - 평등;;;;;;;;;;;;;
nv_might_modifier;국가 가치 - 힘;;;;;;;;;;;;;
nv_order_modifier;국가 가치 - 질서;;;;;;;;;;;;;
nv_freedom_modifier;국가 가치 - 자유;;;;;;;;;;;;;
nv_fraternity_modifier;국가 가치 - 박애;;;;;;;;;;;;;
nv_unity_modifier;국가 가치 - 통합;;;;;;;;;;;;;
nv_supremacy_modifier;국가 가치 - 패권;;;;;;;;;;;;;
nv_prosperity_modifier;국가 가치 - 번영;;;;;;;;;;;;;
nv_productivity_modifier;국가 가치 - 생산성;;;;;;;;;;;;;
nv_glory_modifier;국가 가치 - 영광;;;;;;;;;;;;;
nv_dominion_modifier;국가 가치 - 지배;;;;;;;;;;;;;
the_open_door;국경 개방;;;;;;;;;;;;;
the_open_door_desc;'국경 개방' 이민정책은 이민에 대한 인종적, 문화적 장벽이 풀렸다는 의미였고, 이전에는 전례가 없던 신대륙에서 이민 물결이 일기 시작했습니다.;;;;;;;;;;;;;
citizenship_tests;시민권 시험;;;;;;;;;;;;;
citizenship_tests_desc;우리 땅으로 가는 많은 이민자들은 그들이 자유로워지는 것이 무엇을 의미하는지 알고 있다는 것을 증명할 것입니다.;;;;;;;;;;;;;
passports;여권;;;;;;;;;;;;;
passports_desc;우리 정부의 이민 시스템에 대한 수요는 엄청납니다. 새로운 시민의 권리가 전 세계에 의해 보호되고 인정될 수 있도록 새로운 방법을 마련해야 합니다.;;;;;;;;;;;;;
five_year_plan;5개년 계획;;;;;;;;;;;;;
five_year_plan_desc;프롤레타리아 국가는 우리의 모든 요구를 감안하고 부르주아적 욕심에 의존하지 않는 계획을 세워 국가를 인도해야 합니다.;;;;;;;;;;;;;
purge;배신자 숙청;;;;;;;;;;;;;
purge_desc;프롤레타리아 국가에는 많은 적들이 있습니다. 더 큰 계획과 우리 모두에게 이득이 안되는 적들이죠. 우리는 그들을 찾아내 처단해야 합니다.;;;;;;;;;;;;;
just_civilized;최근 문명화됨;;;;;;;;;;;;;
desc_just_civilized;우리 나라의 서구화는 우리의 정치, 사회 구조에 엄청난 변화를 가져왔고, 이 기간 또한 우리 나라가 봉건 사회로부터 자본주의 경제를 갖는 것으로 바뀌었고, 우리를 오랫동안 서구의 영향력안에 남겨두었습니다.;;;;;;;;;;;;;
the_rights_of_man;인간의 권리;;;;;;;;;;;;;
the_rights_of_man_desc;모든 인류가 공유하는 기본적인 기본권에 대한 인식이 우리 국민들 사이에서 시작되었습니다. 이것이 진정한 현대문명이 되기 위한 첫걸음입니다.;;;;;;;;;;;;;
political_ideology;새로운 이념;;;;;;;;;;;;;
political_ideology_desc;새로운 사상이 우리 나라에 들어왔고, 그것과 함께 우리 민족이 살아가는 방식의 토대를 바꿀 새로운 교리와 원칙이 생겨났습니다.;;;;;;;;;;;;;
of_state_n_government;국가 및 정부 기관;;;;;;;;;;;;;
of_state_n_government_desc;우리의 국가는 관료와 폭군들로 이루어진 단순한 정부로부터 진정한 국가의 유기체로 발전하면서 변화하고 있습니다. 우리는 새로운 생각들이 우리의 삶을 바꿔 놓을 현대 시대로 나아가고 있습니다.;;;;;;;;;;;;;
dreams_of_empire;제국의 꿈;;;;;;;;;;;;;
dreams_of_empire_desc;우리는 세계를 아우르는 제국뿐만 아니라 문화제국의 꿈을 꿉니다. 우리 민족은 문명화된 존재이며, 우리의 지식의 선물을 다른 사람들에게 주는 것이 우리의 의무입니다. 우리의 욕망을 세상에 알리십시오. 우리는 그 안에서 두드러진 곳을 찾을 것입니다.;;;;;;;;;;;;;
the_means_of_production;생산 수단;;;;;;;;;;;;;
the_means_of_production_desc;우리는 힘과 의의를 가진 국가가 될 수 있는 수단을 가지고 있습니다. 우리는 그 힘을 책임감 있게 발휘해야 합니다. 현재 우리는 진정한 세계시민입니다.;;;;;;;;;;;;;
the_flaws_of_democracy;민주주의의 꽃;;;;;;;;;;;;;
the_flaws_of_democracy_desc;세계는 급변하고 있습니다. 그리고 민주주의 원칙을 위협하는 위험한 신기술들을 가지고 옵니다. 자유를 갈망하는 자들과 함께 할 것인지, 아니면 다른 길을 찾는 자들과 함께 할 것인지는 우리의 결정이 될 것입니다.;;;;;;;;;;;;;
workshop_of_the_world;세계의 공장;;;;;;;;;;;;;
workshop_of_the_world_desc;우리나라는 산업혁명의 중심에 있습니다. 다른 어느 곳에서도 산업의 성장이 더 널리 퍼져 있고 더 큰 영향을 미친 곳은 없습니다.;;;;;;;;;;;;;
secret_police;비밀 경찰;;;;;;;;;;;;;
secret_police_desc;때때로, 우리 나라의 질서를 유지하기 위해서, 경찰은 시민의 자유를 침해하는 권한을 부여받아야 합니다.;;;;;;;;;;;;;
general_strike;총파업;;;;;;;;;;;;;
general_strike_desc;나라 전체가 근로자의 파업을 경험하면서 우리 경제 전반에 큰 영향을 미치고 있습니다.;;;;;;;;;;;;;
address;대국민 연설;;;;;;;;;;;;;
address_desc;우리의 국민들은 지도자의 연설을 들었습니다. 설의 효과는 틀림없이 앞으로 몇 년 동안 지속될 것입니다.;;;;;;;;;;;;;
tour;순회 관광;;;;;;;;;;;;;
tour_desc;통치자들이 전국을 순회하는 관광을 시작했습니다.이 일은 우리 인구에게 긍정적인 영향을 미치고 있습니다.;;;;;;;;;;;;;
futile;시험;;;;;;;;;;;;;
futile_desc;우리는 강대국에 대한 반항적인 제스처를 취해 왔습니다. 이제 우리는 기다려야 합니다. 우리의 운을 너무 시험하지 맙시다.;;;;;;;;;;;;;
parade;군사 행진;;;;;;;;;;;;;
parade_desc;우리 나라의 군대를 거리에서 행진할 수 있게 해주세요. 우리는 무시할 수 없는 존재이며, 전 세계가 그것을 알게 될 것입니다!;;;;;;;;;;;;;
conference;전국 대회;;;;;;;;;;;;;
conference_desc;우리나라의 과학력을 드러내는 웅장한 전시입니다. 우리는 지식인들을 수도에 모이게 하여 위대한 사람들이 아이디어를 공유하고 우리나라의 이익을 증진시키도록 해야 합니다.;;;;;;;;;;;;;
exhibition;전시회;;;;;;;;;;;;;
exhibition_desc;이것은 세계 각국에 우리의 위대한 국가를 보여줄 기회입니다. 많은 사람들의 눈에 우리의 지위가 높아졌기 때문입니다. 당신의 보살핌 아래 나라가 계속 번영하기를 바랍니다.;;;;;;;;;;;;;
census;국가 인구 조사;;;;;;;;;;;;;
census_desc;현재 전국적인 인구 조사가 진행되고 있습니다.;;;;;;;;;;;;;
recruitment_drive;전국적인 모집 운동;;;;;;;;;;;;;
recruitment_drive_desc;우리 군의 신병 수준을 높이기 위한 국가적 노력이 진행되고 있습니다.;;;;;;;;;;;;;
the_statue_of_liberty;자유의 위상;;;;;;;;;;;;;
the_statue_of_liberty_desc;사람들이 구세계에서 배를 타고 누벨레 암스테르담 항구로 다가갈 때 가장 먼저 보는 것은 거대한 횃불의 빛나는 끝입니다. 이는 신대륙의 자유와 자유를 상징합니다. 강대국 이민자들 중 많은 사람들에게, 이것은 자유 속에서 태어난 나라의 영원한 첫인상이 될 것입니다.;;;;;;;;;;;;;
land_of_opportunity;기회의 땅;;;;;;;;;;;;;
land_of_opportunity_desc;우리는 자유의 땅이자 세계 민주주의의 보루이자 가난하고 황폐한 사람들의 안식처인 용감한 사람들의 고향입니다.;;;;;;;;;;;;;
taiping_draft;긴급 징집;;;;;;;;;;;;;
nationalist_agitation;민족주의 소요;;;;;;;;;;;;;
patriot_uprising;애국자들의 봉기;;;;;;;;;;;;;
patriot_uprising_desc;외국 애국자들이 이 지방을 장악했습니다.;;;;;;;;;;;;;
peasant_revolt;폭동의 시작;;;;;;;;;;;;;
peasant_revolt_desc;이 지방 내에서 폭동과 지방정부가 진압하는데 어려움을 겪고 있는 무작위적인 폭력 등 동요가 증가하고 있습니다.;;;;;;;;;;;;;
war_torn;동란;;;;;;;;;;;;;
no_freedom;자유 쟁취 실패;;;;;;;;;;;;;
no_freedom_desc;우리는 외국의 지배로부터 벗어나려고 했습니다. 그들이 우리를 면밀히 지켜보고 있기 때문에 우리는 다른 기회가 올 때까지 기다려야만 합니다.;;;;;;;;;;;;;
colonial_chaos;식민지의 혼돈;;;;;;;;;;;;;
colonial_chaos_desc;우리의 식민지는 혼란에 빠졌고, 만약 질서가 곧 회복되지 않는다면 우리는 식민지를 완전히 잃을 위험에 처해 있습니다!;;;;;;;;;;;;;
loss_of_control;제어 실패;;;;;;;;;;;;;
loss_of_control_desc;우리는 식민지에 대한 제어력을 상실했습니다.;;;;;;;;;;;;;
coup_risk;쿠데타의 위협;;;;;;;;;;;;;
coup_risk_desc;군내에는 불화가 있는데, 이는 계급 내뿐만 아니라 국가 내에서도 질서를 무너뜨리는 결과를 초래하고 있습니다. 어떤 사람들은 군대가 일어나 정부를 장악할 것을 두려워합니다.;;;;;;;;;;;;;
military_strife;군대속의 불화;;;;;;;;;;;;;
military_strife_desc;우리는 그들이 정부를 장악하는 것을 막기 위해 우리 군대와 싸우고 있습니다. 숙청은 드물지 않으며, 군인들이 반란군에 가담할 가능성은 날이 갈수록 높아지고 있습니다.;;;;;;;;;;;;;
great_war;총력전;Guerre Totale;Gr秤er Krieg;;;;;;;;;;;
great_war_desc;우리는 적들과 전면전을 벌이고 있습니다. 우리는 하나로 뭉쳐 일어서야 합니다. 그렇지 않으면 우리의 모든 삶의 방식이 파괴될 것입니다.;;;;;;;;;;;;;
great_war2;전쟁의 요구;Les Demandes de la Guerre;Die Nachfragen des Krieges;;;;;;;;;;;
great_war2_desc;대규모 물품 부족이 우리 국민들의 전쟁에 대한 열의를 어둡게 하고 있습니다.;;;;;;;;;;;;;
great_war3;다 헛수고인가?;Est-il Tout Pour Rien?;Ist Alles F? Nichts?;;;;;;;;;;;
great_war3_desc;만약 우리가 전쟁을 빨리 끝내지 않는다면, 상황은 우리에게 매우 나쁘게 전개될 것입니다.;;;;;;;;;;;;;
punitive_effects;국가적 망신;Humiliation Nationale;Nationale Erniedrigung;;;;;;;;;;;
punitive_effects_desc;우리의 굴욕과 배상의 징벌적 효과가 우리 국민에게 피해를 줬습니다. 누군가 먼저 우리에게 선전포고를 하지 않으면 우리는 전쟁을 할 수 없을 것입니다.;;;;;;;;;;;;;
no_more_war;더 이상의 전쟁은 없다;Nous ne Voulons pas la Guerre;Wir W?schen Nicht Krieg;;;;;;;;;;;
no_more_war_desc;우리 민족은 전쟁에 지쳐 있습니다. 곧 다른 사람에 대한 그들의 열정을 얻기 어려울 것이기 때문에, 그 동안 우리의 전쟁 능력은 매우 제한적일 것입니다.쬨참고: 이 모디파이어가 지속되는 동안 전쟁 명분을 조작할수 없을 것입니다!쬦;;;;;;;;;;;;;
end_the_war;전쟁의 끝;La Guerre Doit Finir;Der Krieg Muss Beenden;;;;;;;;;;;
end_the_war_desc;우리의 적은 패배했습니다. 우리가 의도했던 모든 것을 얻지 못하더라도 사람들은 전쟁을 끝내라고 외칩니다.;;;;;;;;;;;;;
international_pariah;국제적 왕따;Paria International;Internationales Ausgestossen;;;;;;;;;;;
international_pariah_desc;우리는 우리의 공격적인 정책에 대해 국제사회에서 왕따를 당하고 있습니다.;;;;;;;;;;;;;
kalmar_union;칼마르 동맹;;;;;;;;;;;;;
kalmar_union_desc;우리는 원칙적으로는 다른 스칸디나비아 국가들과 더 긴밀한 유대관계에 동의했습니다.;;;;;;;;;;;;;
expert_diplomat;외교 전문가;;;;;;;;;;;;;
expert_diplomat_desc;우리 지도자는 외교술의 전문가입니다.;;;;;;;;;;;;;
successful_industrialist;성공적인 경영가;;;;;;;;;;;;;
successful_industrialist_desc;우리의 지도자는 사업과 재정 문제에 능숙한 부유한 경영가입니다.;;;;;;;;;;;;;
